cell ID:  0 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.53
cell ID:  2658 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.84
cell ID:  2659 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.92
cell ID:  2660 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.97
cell ID:  2661 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  2662 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.97
cell ID:  2663 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.46
cell ID:  2664 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.6
cell ID:  2665 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.96
cell ID:  2666 	 	 real cell type: Mono.CD16 	 	 predicted cell type: Mono.CD16 	 	 probability: 0.91
cell ID:  2667 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.91
cell ID:  2668 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.59
cell ID:  2669 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.7
cell ID:  2670 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Naive 	 	 probability: 0.73
cell ID:  2671 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.5
cell ID:  2672 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.66
cell ID:  2673 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.7
cell ID:  2674 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.94
cell ID:  2675 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.44
cell ID:  2676 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.65
cell ID:  2677 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.57
cell ID:  2678 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  2679 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.95
cell ID:  2680 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.42
cell ID:  2681 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.93
cell ID:  2682 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.48
cell ID:  2683 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.46
cell ID:  2684 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.34
cell ID:  2685 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.47
cell ID:  2686 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.42
cell ID:  2687 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.95
cell ID:  2688 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.52
cell ID:  2689 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  2690 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.9
cell ID:  2691 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  2692 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.97
cell ID:  2693 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.97
cell ID:  2694 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.88
cell ID:  2695 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.89
cell ID:  2696 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  2697 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.67
cell ID:  2698 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.88
cell ID:  2699 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.87
cell ID:  2700 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.69
cell ID:  2701 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.91
cell ID:  2702 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.49
cell ID:  2703 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.81
cell ID:  2704 	 	 real cell type: Mono.CD16 	 	 predicted cell type: Mono.CD16 	 	 probability: 0.93
cell ID:  2705 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.31
cell ID:  2706 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.96
cell ID:  2707 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.77
cell ID:  2708 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.96
cell ID:  2709 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.37
cell ID:  2710 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.75
cell ID:  2711 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.55
cell ID:  2712 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.72
cell ID:  2713 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.78
cell ID:  2714 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.88
cell ID:  2715 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.81
cell ID:  2716 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.94
cell ID:  2717 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.88
cell ID:  2718 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.94
cell ID:  2719 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.95
cell ID:  2720 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.93
cell ID:  2721 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.93
cell ID:  2722 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.95
cell ID:  2723 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.83
cell ID:  2724 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.43
cell ID:  2725 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.92
cell ID:  2726 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.31
cell ID:  2727 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.7
cell ID:  2728 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.38
cell ID:  2729 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.73
cell ID:  2730 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Naive 	 	 probability: 0.91
cell ID:  2731 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.88
cell ID:  2732 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.63
cell ID:  2733 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.75
cell ID:  2734 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.89
cell ID:  2735 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.37
cell ID:  2736 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.51
cell ID:  2737 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.94
cell ID:  2738 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.6
cell ID:  2739 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.94
cell ID:  2740 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Naive 	 	 probability: 0.37
cell ID:  2741 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.56
cell ID:  2742 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.96
cell ID:  2743 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.75
cell ID:  2744 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.94
cell ID:  2745 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.68
cell ID:  2746 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.41
cell ID:  2747 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Naive 	 	 probability: 0.9
cell ID:  2748 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.78
cell ID:  2749 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.75
cell ID:  2750 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.98
cell ID:  2751 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.38
cell ID:  2752 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.66
cell ID:  2753 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.88
cell ID:  2754 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.65
cell ID:  2755 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.82
cell ID:  2756 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Naive 	 	 probability: 0.83
cell ID:  2757 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.69
cell ID:  2758 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.92
cell ID:  2759 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.56
cell ID:  2760 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.73
cell ID:  2761 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.88
cell ID:  2762 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.88
cell ID:  2763 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.97
cell ID:  2764 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  2765 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.79
cell ID:  2766 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.95
cell ID:  2767 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.88
cell ID:  2768 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  2769 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.26
cell ID:  2770 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.96
cell ID:  2771 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.89
cell ID:  2772 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.87
cell ID:  2773 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.87
cell ID:  2774 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.98
cell ID:  2775 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.89
cell ID:  2776 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.73
cell ID:  2777 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.91
cell ID:  2778 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.38
cell ID:  2779 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.38
cell ID:  2780 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.92
cell ID:  2781 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.25
cell ID:  2782 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.95
cell ID:  2783 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.85
cell ID:  2784 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.96
cell ID:  2785 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.56
cell ID:  2786 	 	 real cell type: Mono.CD16 	 	 predicted cell type: Mono.CD16 	 	 probability: 0.91
cell ID:  2787 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.95
cell ID:  2788 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  2789 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.82
cell ID:  2790 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.94
cell ID:  2791 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.88
cell ID:  2792 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.31
cell ID:  2793 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.89
cell ID:  2794 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.96
cell ID:  2795 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.67
cell ID:  2796 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.93
cell ID:  2797 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.85
cell ID:  2798 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.55
cell ID:  2799 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.93
cell ID:  2800 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  2801 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.88
cell ID:  2802 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.95
cell ID:  2803 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.35
cell ID:  2804 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  2805 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.81
cell ID:  2806 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.45
cell ID:  2807 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.58
cell ID:  2808 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.64
cell ID:  2809 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.61
cell ID:  2810 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.56
cell ID:  2811 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.64
cell ID:  2812 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.6
cell ID:  2813 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.95
cell ID:  2814 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.91
cell ID:  2815 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.88
cell ID:  2816 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.87
cell ID:  2817 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.55
cell ID:  2818 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.73
cell ID:  2819 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.68
cell ID:  2820 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.94
cell ID:  2821 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.95
cell ID:  2822 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.45
cell ID:  2823 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.34
cell ID:  2824 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.92
cell ID:  2825 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.98
cell ID:  2826 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.85
cell ID:  2827 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.74
cell ID:  2828 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.94
cell ID:  2829 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.8
cell ID:  2830 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.91
cell ID:  2831 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.77
cell ID:  2832 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.81
cell ID:  2833 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.46
cell ID:  2834 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.93
cell ID:  2835 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.92
cell ID:  2836 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.91
cell ID:  2837 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.39
cell ID:  2838 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.56
cell ID:  2839 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.81
cell ID:  2840 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  2841 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.33
cell ID:  2842 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.26
cell ID:  2843 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.91
cell ID:  2844 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.58
cell ID:  2845 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.44
cell ID:  2846 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.57
